title,date,url,media_type,explanation
Lunar Occultation of Mercury,2026-02-28,https://apod.nasa.gov/apod/image/2602/LunarOccultMercury_2026Feb18-Melandri_1065.jpg,image,"Fans of the western sky after sunset have lately enjoyed this month's remarkable array of bright planets. Witnessed from some locations, on February 18 planet Mercury even appeared to slide behind the Moon, an event known as a lunar occultation. These two snapshots, taken in early evening skies show before and after telescopic views of the rare disappearance of innermost planet behind young Moon. The top panel finds bright Mercury just visible at the northern (right) edge of the earthshine-illuminated lunar disk. In the bottom panel the bright planet has emerged in darker skies beyond the Moon's sunlit crescent. As seen south of Sallisaw, Oklahoma, planet Earth, this lunar occultation of Mercury lasted only about 3 minutes (video). But you can still check out a parade of planets tonight.  March 3: Total Lunar Eclipse"
Satellites over Orion,2021-06-01,https://apod.nasa.gov/apod/image/2106/StarlinkOrion_Abolfath_960.jpg,image,"What are those streaks across Orion? They are reflections of sunlight from numerous Earth-orbiting satellites. Appearing by eye as a series of successive points floating across a twilight sky, the increasing number of communications satellites, including SpaceX Starlink satellites, are causing concern among many astronomers. On the positive side, Starlink and similar constellations make the post-sunset sky more dynamic, satellite-based global communications faster, and help provide digital services to currently underserved rural areas.  On the negative side, though, these low Earth-orbit satellites make some deep astronomical imaging programs more difficult, in particular observing programs that need images taken just after sunset and just before dawn.  Planned future satellite arrays that function in higher orbits may impact investigations of the deep universe planned for large ground-based telescopes at any time during the night.  The streaks across Orion are not from Starlink but rather satellites in high geosynchronous orbit.  The featured picture, taken in 2019 December, is a digital combination of over 65 3-minutes exposures, with some images taken to highlight the background Orion Nebula, while others to feature the passing satellites.    SatCon2 Wokshop 12-16 July 2021: Mitigating Satellite Constellations"
White Rock Fingers on Mars,2002-05-13,https://apod.nasa.gov/apod/image/0205/whiterock_mo.jpg,image,"What caused this unusual white rock formation on Mars?  Intrigued by the possibility that they could be salt deposits left over as an ancient lakebed dried-up, detailed studies of these fingers now indicate a more mundane origin: volcanic ash.  Studying the exact color of the formation indicated the volcanic origin.  The light material appears to have eroded away from surrounding area, indicating a very low-density substance consistent with the ash hypothesis. The stark contrast between the rocks and the surrounding sand is compounded by the unusual darkness of the sand.  The above picture was taken with the Thermal Emission Imaging System on the Mars Odyssey spacecraft currently orbiting Mars.  The image spans about 10 kilometers inside a much larger crater."
A Triple Sunrise Over Gdansk Bay,2009-08-04,https://apod.nasa.gov/apod/image/0908/triplesunrise_diacon.jpg,image,"How can the same Sun rise three times? Last month on Friday, 2009 July 10, a spectacular triple sunrise was photographed at about 4:30 am over Gdansk Bay in Gdansk, Poland.  Clearly, our Sun rises only once. Some optical effect is creating at least two mirages of the Sun -- but which effect? In the vast majority of similarly reported cases, mirages of the brightest object in the frame can be traced to reflections internal to the camera taking the images. Still, the above image is intriguing because a sincere photographer claims the effect was visible to the unaided eye, and because the photographer took several other frames that show variants of the same effect.  Therefore, polite readers are invited to debate whether the above image captures a particularly spectacular example of common reflections inside a standard digital camera, shows one of the most spectacular examples of atmospheric lensing yet recorded, or was caused by something completely different. If the discussion converges, the consensus will be posted here at a later date."
Spiral Galaxy M96 from Hubble,2019-06-12,https://apod.nasa.gov/apod/image/1906/M96_HubbleShatz_960.jpg,image,"Dust lanes seem to swirl around the core of Messier 96 in this colorful, detailed portrait of the center of a beautiful island universe. Of course M96 is a spiral galaxy, and counting the faint arms extending beyond the brighter central region, it spans 100 thousand light-years or so, making it about the size of our own Milky Way. M96, also known as NGC 3368, is known to be about 35 million light-years distant and a dominant member of the Leo I galaxy group. The featured image was taken by the Hubble Space Telescope.  The reason for M96's asymmetry is unclear -- it could have arisen from gravitational interactions with other Leo I group galaxies, but the lack of an intra-group diffuse glow seems to indicate few recent interactions. Galaxies far in the background can be found by examining the edges of the picture.    APOD in other languages: Arabic, Catalan, Chinese (Beijing), Chinese (Taiwan), Croatian, Czech, Dutch, Farsi, French, French, German, Hebrew, Indonesian, Japanese, Korean, Montenegrin, Polish, Russian, Serbian, Slovenian,  Spanish and Ukrainian"
Composite Crab,2005-03-26,https://apod.nasa.gov/apod/image/0503/crab_xrayopt_c2.jpg,image,"The Crab Pulsar, a city-sized, magnetized neutron star spinning 30 times a second, lies at the center of this composite image of the inner region of the well-known Crab Nebula. The spectacular picture combines optical data (red) from the Hubble Space Telescope and x-ray images (blue) from the Chandra Observatory, also used in the popular Crab Pulsar movies. Like a cosmic dynamo the pulsar powers the x-ray and optical emission from the nebula, accelerating charged particles and producing the eerie, glowing x-ray jets. Ring-like structures are x-ray emitting regions where the high energy particles slam into the nebular material. The innermost ring is about a light-year across. With more mass than the Sun and the density of an atomic nucleus, the spinning pulsar is the collapsed core of a massive star that exploded, while the nebula is the expanding remnant of the star's outer layers. The supernova explosion was witnessed in the year 1054."
M82's Middle Mass Black Hole,2000-09-14,https://apod.nasa.gov/apod/image/0009/m82mmbh_cxo_c1.jpg,image,"Black holes are probably the most bizarre creatures in the modern astronomical zoo. And after years of pondering black holes as either stellar mass objects seen in binary star systems or enormous supermassive black holes at the centers of galaxies, astronomers now have strong evidence for another exotic species -- middle mass black holes. The leading candidate for the ultradense middle ground is indicated in this false-color detail of a sharp x-ray picture from the space-based Chandra Observatory. A close-up of x-ray sources near the center of starburst galaxy M82, the cropped Chandra image spans about 4,000 light-years. M82 itself is around 11 million light-years distant. The arrowed source has recently been convincingly demonstrated to exhibit x-ray characteristics of an object whose gravitational field holds more than 500 times the mass of the sun within a volume the size of the moon! Astronomers also note that unlike the supermassive variety which are thought to lie at the centers of galaxies, this middle mass black hole is about 600 light-years from the center of M82. Theories for the formation of a middle mass black hole include the collapse of a ""hyperstar"" formed by the coalescence of many normal stars, or the direct merger of stellar mass black holes."
Pleiades: The Seven Sisters Star Cluster,2024-12-09,https://apod.nasa.gov/apod/image/2412/Pleiades_Pelizzo_960.jpg,image,"Have you ever seen the Pleiades star cluster? Even if you have, you probably have never seen it as large and clear as this. Perhaps the most famous star cluster on the sky, the bright stars of the Pleiades can be seen with the unaided eye even from the depths of a light-polluted city.  With a long exposure from a dark location, though, the dust cloud surrounding the Pleiades star cluster becomes very evident. The featured 23-hour exposure, taken from Fagagna, Italy  covers a sky area several times the size of the full moon.  Also known as the Seven Sisters and M45, the Pleiades lies about 400 light years away toward the constellation of the Bull (Taurus).  A common legend with a modern twist is that one of the brighter stars faded since the cluster was named, leaving only six of the sister stars visible to the unaided eye. The actual number of Pleiades stars visible, however, may be more or less than seven, depending on the darkness of the surrounding sky and the clarity of the observer's eyesight.   New: Alternative multi-APOD front page"
Accretion Disk Simulation,2002-09-27,https://apod.nasa.gov/apod/image/0209/accretion_mpowen_c1.jpg,image,"Don't be fooled by the familiar symmetry. The graceful spiral structure seen in this computer visualization does not portray winding spiral arms in a distant galaxy of stars. Instead, the graphic shows spiral shock waves in a three dimensional simulation of an accretion disk -- material swirling onto a compact central object that could represent a white dwarf star, neutron star, or black hole. Such accretion disks power bright x-ray sources within our own galaxy. They form in binary star systems which consist of a donor star (not shown above), supplying the accreting material, and a compact object whose strong gravity ultimately draws the material towards its surface. For known x-ray binary systems the size of the accretion disk itself might fall somewhere between the diameter of the Sun (about 1,400,000 kilometers) and the diameter of the Moon's orbit (800,000 kilometers). One interesting result of the virtual reality astrophysics illustrated here is that the simulated disk develops instabilities which tend to smear out the pronounced spiral shocks."
Sunbather,2002-01-11,https://apod.nasa.gov/apod/image/0201/p96mach_lascoc2_c1.jpg,image,"Intense and overwhelming, the direct glare of the Sun is blocked by the smooth disk centered in this image from the sun-staring SOHO spacecraft. Taken on January 8, the picture shows streamers of solar wind billowing radially outward for millions of kilometers above the Sun's surface indicated by the white circle. Below and right is inner planet Venus, so bright that its image is marred by a sharp horizontal stripe, a digital imaging artifact. Also impressively bright is a periodic visitor to the inner Solar System, sunbathing comet 96/P Machholz 1 (above and left). This comet is definitely not a member of the more suicidal sungrazer comet family often spotted approaching the Sun by SOHO. Seen here only 18 million kilometers from the Sun (about one eighth the Earth-Sun distance) with a substantial coma and foreshortened tail, Machholz 1 has now passed perihelion and is outbound in its orbit, to return again in just over 5 years."
"Moons, Rings, Shadows, Clouds: Saturn (Cassini)",2018-04-02,https://apod.nasa.gov/apod/image/1804/SaturnRingsMoons_Cassini_967.jpg,image,"While cruising around Saturn, be on the lookout for picturesque juxtapositions of moons, rings, and shadows. One quite picturesque arrangement occurred in 2005 and was captured by the then Saturn-orbiting Cassini spacecraft. In the featured image, moons Tethys and Mimas are visible on either side of Saturn's thin rings, which are seen nearly edge-on.  Across the top of Saturn are dark shadows of the wide rings, exhibiting their impressive complexity. The violet-light image brings up the texture of the backdrop: Saturn's clouds. Cassini orbited Saturn from 2004 until September of last year, when the robotic spacecraft was directed to dive into Saturn to keep it from contaminating any moons."
Sunspot Loops in Ultraviolet,2014-01-26,https://apod.nasa.gov/apod/image/1401/sunspotloops_trace_960.jpg,image,"It was a quiet day on the Sun. The above image shows, however, that even during off days the Sun's surface is a busy place.  Shown in ultraviolet light, the relatively cool dark regions have temperatures of thousands of degrees Celsius.  Large sunspot group AR 9169 from the last solar cycle is visible as the bright area near the horizon.  The bright glowing gas flowing around the sunspots has a temperature of over one million degrees Celsius.  The reason for the high temperatures is unknown but thought to be related to the rapidly changing magnetic field loops that channel solar plasma.  Large sunspot group AR 9169 moved across the Sun during 2000 September and decayed in a few weeks."
